,hr0,hr0.25,hr0.5,hr1,hr2,hr4,hr8,hr12,hr24
AT5G56860,-0.881105771,0.221064693,-0.113505046,2.283340498,-0.816667586,0.526793457,-0.116234203,-0.115250147,-0.988435895
AT5G57010,-0.682424883,0.800222031,0.059812234,-0.248349656,-0.288432505,-0.82815529,2.323862836,-0.65029576,-0.486239008
AT5G57510,-0.879722961,0.300059645,1.650431956,-0.177544278,-0.708847525,-0.899978726,1.592947233,-0.708699777,-0.168645568
AT5G57520,0.026112526,0.307575834,0.394837359,2.360127765,-0.656724168,-0.491451867,-0.940552631,-0.253751126,-0.746173691
AT5G57660,-1.165831311,0.026461687,-0.063634577,0.065988132,-1.024650041,0.660510579,2.211770415,-0.331471679,-0.379143204
AT5G57760,0.15475369,-0.236852794,1.616706401,-2.062157475,0.339653355,-0.212194792,-0.042098881,0.851091059,-0.408900563
AT5G58010,1.819134298,0.647239809,0.161452881,0.603448455,-1.122592857,-0.528782448,-1.49998687,0.170560219,-0.250473488
AT5G58360,2.320785084,-0.505079337,-1.190884346,-0.442011126,0.049414201,-0.517881935,-0.407572115,0.531317229,0.161912344
AT5G58750,-0.547278497,1.672270724,0.101785974,1.669526127,-0.806276632,-0.09733895,-0.906514308,-0.410598588,-0.67557585
AT5G58760,-0.770499217,-0.098230684,-0.588356212,1.947200556,-0.353440286,1.493178819,-0.524077717,-0.456974349,-0.64880091
AT5G58770,-0.175497149,-0.307640079,-0.549268361,1.852113377,-0.329912259,1.53878954,-1.082788184,-0.321031455,-0.624765431
AT5G58900,-0.331391696,0.986164245,-0.086516909,2.054407569,-0.759791834,-0.26255824,-1.362138316,0.163383045,-0.401557866
AT5G59570,0.598490608,0.849393047,1.519574164,0.311513824,0.262046748,-1.095550537,-0.886562178,-1.568188699,0.009283025
AT5G59730,-1.516670585,0.510576743,-0.157915442,1.774342566,-0.565529874,0.814977224,0.451557523,-0.325462394,-0.985875762
AT5G59780,0.168216902,-0.932756132,-1.308789017,0.192929178,0.715170264,-1.122485312,1.72023637,-0.195765174,0.763242921
AT5G59820,-0.802430971,0.336816747,2.437216206,0.014856064,-0.456619845,-0.633394568,0.225414076,-0.64039977,-0.481457939
AT5G60450,-0.640181208,-0.337575016,-0.443360252,-1.371742786,0.557637916,0.659882805,-0.518966726,2.093378098,0.000927169
AT5G60680,1.508773974,-0.60575674,0.928678313,-1.783561439,-0.159900946,-0.943131007,0.472928559,0.240709936,0.341259351
AT5G60850,-0.780676048,0.061671401,-1.215333766,1.069652379,-0.109289733,0.165066995,1.987303051,-0.792516908,-0.38587737
AT5G60890,-1.163480032,-1.016007772,-1.210308967,-0.535391666,1.056104727,1.17848724,0.176300593,1.057758251,0.456537627
AT5G60970,-1.416269928,-0.731481873,0.40757655,-1.068578761,0.233005186,0.555711179,1.853695055,0.494272215,-0.327929623
AT5G61270,-0.975988386,-0.181529003,-1.043494503,1.863092304,-0.216718147,1.281938897,0.264460426,-0.814024825,-0.177736762
AT5G61430,2.555280724,-0.472913677,0.027631554,-0.207056588,-0.235426155,-0.782015893,-0.711615314,-0.001010607,-0.172874044
AT5G61590,-1.393148755,0.070002647,-0.497890618,1.390372356,0.749260848,-1.363893047,1.025574717,-0.437135598,0.45685745
AT5G61600,-0.479874676,0.255377125,2.534912478,-0.299763033,-0.270710907,-0.797501608,0.011616277,-0.587310261,-0.366745395
AT5G62000,-1.307609412,-0.795214039,0.346030101,-0.149198522,-0.446380768,0.682377605,2.167491021,-0.12805875,-0.369437235
AT5G62430,0.843442814,0.983868659,-0.203928752,1.68624424,-1.316926479,-0.137145635,-0.89119152,-0.022140797,-0.942222529
AT5G62520,-0.675058627,2.176030826,0.924765766,0.447214375,-0.581031494,-0.331841162,-0.769317827,-0.54308224,-0.647679616
AT5G62940,-0.396601212,-0.659626991,-0.793451511,-1.002633955,0.755082657,-0.337333392,2.251627146,0.057867274,0.125069983
AT5G63470,-1.030115675,-1.177464955,0.140421865,-1.106551554,0.550368238,0.863500137,1.787849488,0.163376677,-0.191384222
AT5G63650,1.140012037,0.403969054,1.786333399,-0.870579058,-0.336218086,-1.384833704,-0.740540603,0.068298917,-0.066441956
AT5G64170,-0.712104132,-0.503358495,-0.780261756,1.63664429,-0.646988833,1.798844897,-0.213459836,-0.084330547,-0.494985587
AT5G64750,-0.645091489,-0.161159258,-0.626651902,2.509515589,-0.506308454,0.360742862,-0.578677661,0.028863774,-0.381233461
AT5G64770,-1.099975039,-0.902067018,-1.091524657,-0.376158113,1.951532315,0.632256021,0.384450579,-0.033542681,0.535028593
AT5G64810,-0.615455822,0.472088209,0.1993172,-0.657021651,-0.155370129,-0.911246662,2.405810363,-0.446831315,-0.291290193
AT5G64840,-0.820051219,-0.372537544,-0.555836012,0.953661352,-0.434935596,2.193996967,0.153802276,-0.159808789,-0.958291436
AT5G64850,-0.644165579,1.35687883,-0.292017205,1.78287871,-0.777476863,0.393257852,-1.000374908,0.029122869,-0.848103706
AT5G64900,-0.669012075,1.318358606,2.014464361,-0.592019079,-0.208813426,-0.715677544,0.140936882,-0.657560651,-0.630677073
AT5G65210,1.701616316,-1.210357541,-1.392028416,0.369025941,0.12476594,-0.651326768,-0.299325483,0.439394022,0.918235989
AT5G65280,-1.561550299,-0.598834863,-0.910072697,-0.108731028,1.188441203,0.421461712,1.505421679,-0.470335959,0.534200252
AT5G65300,-0.409211306,1.217496345,2.018367585,0.257404398,-0.414164972,-0.408210195,-1.064040822,-0.492375822,-0.705265211
AT5G65310,-0.767304582,0.990539695,-0.037211016,1.779740223,-0.667252508,0.687302741,-1.326226475,0.098691096,-0.758279175
AT5G65320,1.904609307,-0.580264444,-0.766605476,-0.609665835,0.090707731,0.515379258,-1.513441294,0.640764821,0.318515932
AT5G65340,-0.968172188,0.095521994,0.468498574,1.912430805,-0.834844735,0.708691434,-1.36360112,0.233479033,-0.252003796
AT5G65410,0.357107205,0.143420815,1.682640921,-0.523996751,-1.159623894,1.219370439,-1.321904761,0.011514157,-0.408528131
AT5G65683,-0.514916929,0.562860986,-0.597704452,2.140499616,-0.52395535,0.823346653,-1.087009331,-0.295403133,-0.507718061
AT5G65800,1.441140721,-1.100116009,-1.215679743,0.434857459,1.094644211,-0.826499711,-0.764033592,0.200420331,0.735266333
AT5G66700,1.137135305,1.047030615,1.010812431,0.761266511,-0.629632729,-1.383523465,-0.223236107,-1.151496506,-0.568356054
AT5G66985,-0.838633125,-0.163933893,-0.935954557,2.323207137,-0.255323654,0.78850132,-0.438592757,-0.274128934,-0.205141537
AT5G67060,-0.424125243,-0.558472344,1.058873934,-1.81606602,-0.313174375,1.085527287,-0.043754985,1.31160458,-0.300412834
AT5G67080,-0.828981138,1.808365204,0.573122951,1.390510192,-0.664493698,-0.679580597,-0.658403869,-0.443503068,-0.497035977
AT5G67110,0.416944816,0.296032584,1.404207748,0.774147312,-1.069152768,0.790586558,-1.693981697,-0.227393345,-0.691391207
AT5G67160,-1.579416239,-0.228075047,-0.856451647,1.29359632,0.166353326,1.38078832,-0.609820036,0.785124689,-0.352099686
AT5G67190,-0.397600249,-0.720223262,-0.37284858,0.252818634,0.325024129,-0.478192782,2.486580881,-0.510758051,-0.58480072
AT5G67300,-0.600713,2.204432835,1.018215543,0.251353498,-0.597280728,-0.589304159,-0.661282675,-0.592131754,-0.43328956
AT5G67430,0.609511156,-1.560492587,-1.234179242,-0.409470345,0.351815706,-0.17050587,1.772364841,0.358939104,0.282017237
AT5G67450,-0.550255792,1.912298693,1.192329942,0.640262083,-0.811533373,-0.550891295,-0.90248054,-0.466940082,-0.462789636
AT1G01260.p395,0.118070006,-1.264804129,-0.927316728,-1.093059119,0.882899242,-0.467049998,1.58448734,0.850508828,0.316264558
AT1G09540.p142,0.363103201,0.753111748,-0.099542883,2.14621789,-0.398739607,-0.443868264,-1.369369107,-0.447916205,-0.502996774
AT1G09540.p143,0.363103201,0.753111748,-0.099542883,2.14621789,-0.398739607,-0.443868264,-1.369369107,-0.447916205,-0.502996774
AT1G09540.p144,0.363103201,0.753111748,-0.099542883,2.14621789,-0.398739607,-0.443868264,-1.369369107,-0.447916205,-0.502996774
AT1G19700.p316,-0.076923035,-1.308165506,-1.136488023,0.672634802,0.550754559,1.983459992,-0.539086133,-0.073049628,-0.073137029
AT1G26790.p170,-0.681132189,1.11802294,-0.227884628,2.136262667,-0.825385686,0.034337887,-0.2270196,-0.496532183,-0.830669208
AT1G26790.p174,-0.681132189,1.11802294,-0.227884628,2.136262667,-0.825385686,0.034337887,-0.2270196,-0.496532183,-0.830669208
AT1G44830.p22,0.9600001,0.803176648,1.903656143,-0.832240831,-0.457052396,-0.910490689,-0.974202208,-0.18174544,-0.311101326
AT1G51140.p234,1.853758876,-0.085417917,1.23069695,-0.184949926,-0.945641896,-0.057911812,-1.227327122,0.17394493,-0.757152082
AT1G51140.p259,1.853758876,-0.085417917,1.23069695,-0.184949926,-0.945641896,-0.057911812,-1.227327122,0.17394493,-0.757152082
AT2G02070.p71,-0.760332737,-0.703753476,0.594843581,-1.284552568,-0.421593324,1.885723369,-0.492960598,0.94252894,0.240096814
AT2G22300.p8,-1.343884819,0.278910953,-1.147688634,-0.284020689,1.42675945,-0.590834965,1.493794504,-0.126561102,0.293525302
AT2G22300.p964,-1.343884819,0.278910953,-1.147688634,-0.284020689,1.42675945,-0.590834965,1.493794504,-0.126561102,0.293525302
AT2G37060.p14,1.968774841,0.460998145,-1.104092788,0.941514843,0.169665186,-0.759113641,-0.967751653,-0.276557055,-0.433437878
AT2G37060.p17,1.968774841,0.460998145,-1.104092788,0.941514843,0.169665186,-0.759113641,-0.967751653,-0.276557055,-0.433437878
AT2G37060.p22,1.968774841,0.460998145,-1.104092788,0.941514843,0.169665186,-0.759113641,-0.967751653,-0.276557055,-0.433437878
AT3G10030.p259,-0.091823593,0.065278984,0.889952127,-0.841175093,-0.2446329,-1.047817861,2.200962469,-0.62750029,-0.303243842
AT3G11020.p4,-0.72773044,1.021534941,1.707914705,0.644671932,0.175670888,-1.13619766,-0.313485778,-1.291379356,-0.080999233
AT3G11020.p7,-0.72773044,1.021534941,1.707914705,0.644671932,0.175670888,-1.13619766,-0.313485778,-1.291379356,-0.080999233
AT3G11020.p9,-0.72773044,1.021534941,1.707914705,0.644671932,0.175670888,-1.13619766,-0.313485778,-1.291379356,-0.080999233
AT3G11100.p4,-0.196786271,-0.624304128,0.443882421,-1.113470566,0.45072343,-0.982110613,2.186348465,-0.376559719,0.21227698
AT3G16857.p166,-0.152102829,-0.28722227,-0.041125322,-0.391752778,-0.258609529,-1.014400469,2.283382948,-0.911680935,0.773511185
AT3G16857.p168,-0.152102829,-0.28722227,-0.041125322,-0.391752778,-0.258609529,-1.014400469,2.283382948,-0.911680935,0.773511185
AT3G16857.p190,-0.152102829,-0.28722227,-0.041125322,-0.391752778,-0.258609529,-1.014400469,2.283382948,-0.911680935,0.773511185
AT3G46640.p98,-0.115251239,1.211916814,0.004722543,1.39564859,0.450199563,-1.0238296,-1.0726668,-1.375821822,0.52508195
AT4G16780.p119,0.847403576,-1.548927499,-1.054307035,-1.254894096,0.380179803,0.187516859,0.705506754,0.937603065,0.799918573
AT5G11260.p36,-0.548051184,1.23414536,0.018368226,2.082651366,-0.618725115,-0.08372117,-0.682121097,-0.695631929,-0.706914457
AT5G28300.p388,0.566363813,-0.856065061,1.257709446,-1.622521412,-0.14823316,-0.81567121,0.212894973,1.413961732,-0.008439124
AT5G44260.p50,0.220501498,-0.573571644,0.189816443,-1.375232812,0.351071445,-1.252291877,1.971800522,0.178511912,0.289394512
AT5G45420.p105,0.614274244,0.407804062,1.132883808,0.705275326,-0.489907183,-0.182461027,-2.114278976,0.644871789,-0.718462043
AT5G47370.p117,1.072337672,-1.946209991,-0.832793129,0.769588487,0.247495744,0.152996774,-0.846315252,0.592884362,0.790015332
AT5G65410.p175,0.357107205,0.143420815,1.682640921,-0.523996751,-1.159623894,1.219370439,-1.321904761,0.011514157,-0.408528131
AT5G65410.p181,0.357107205,0.143420815,1.682640921,-0.523996751,-1.159623894,1.219370439,-1.321904761,0.011514157,-0.408528131
